1.35318	1.06698	0.942524	1.02934	1.03001	1.22005	1.43842	1.56118	3.35377	2.81392	3.1249	2.89139	1.59131	1.32753	1.23343	1.23	1.32702	1.27487	2.14465	4.10722	2.18149	1.8602	1.71405	0.870235	1.23408	1.80379	4.86636	2.44184	1.9547	1.0686	1.33416	1.33024	1.19597	0.693896	1.72629	3.54754	2.41062	5.02961	2.92527	0.70639	0.803872	0.951632	1.05698	1.12604	1.19108	1.32217	1.46849	1.63203	1.95825	1.52784	1.61216	2.27341	1.31363	1.20098	1.08364	0.99752	0.963146	0.927846	0.801769	0.74106	1.43253	1.05029	1.62101	1.64124	1.21797	0.973705	0.873629	0.860275	1.01296	1.7346	1.84112	1.01279	1.37842	1.91772	2.84856	2.76864	1.35318
1.72825	0.886842	1.01162	1.11359	1.2515	1.64756	2.76984	1.16071	1.46876	2.99302	3.14324	4.3828	2.91952	1.49076	1.25292	1.32996	1.7291	3.41229	4.99529	4.99671	3.39816	1.89443	1.70148	1.13549	1.12474	1.25336	1.68859	1.44642	2.15646	1.61562	1.50925	2.26755	1.51054	2.20262	4.1425	3.97335	2.49738	1.68639	0.950674	0.722616	0.783709	0.982251	1.05127	1.09322	1.18957	1.37074	1.52799	2.15006	3.87295	1.92191	2.80311	1.8619	2.42974	1.25819	1.04737	0.992032	1.01272	0.969459	0.808312	2.36895	2.79815	1.15671	1.36551	1.02918	1.02161	0.946873	0.901622	0.928582	2.88051	4.16365	1.79048	1.11762	1.32112	2.22249	3.22905	3.84618	1.72825
3.33181	1.66017	1.17739	1.16295	1.57808	3.42713	4.68514	2.34399	0.983705	1.45941	4.05986	2.03352	1.1525	1.16721	1.15542	1.25586	1.53436	2.09234	3.75322	3.85639	1.48386	1.586	2.52075	1.17117	0.987463	1.03986	0.694189	0.659369	1.49654	0.98221	1.2236	1.54389	1.55432	1.60292	3.27372	2.089	0.876691	1.07832	0.899935	0.818267	0.736607	1.29711	1.05823	0.976818	1.29173	1.40076	1.66547	4.53324	6.30033	3.51537	1.99162	1.47895	1.01826	1.06667	0.99391	1.01061	1.06877	1.30467	2.96111	2.91994	3.63693	3.10634	1.41841	1.30608	1.12475	0.890957	1.16897	2.93316	5.47971	5.54949	2.80816	0.9409	1.22285	1.3523	2.19578	4.01519	3.33181
1.66013	1.42064	1.18408	0.984307	0.723369	2.53433	4.35016	3.57923	1.4688	2.99909	4.07612	1.29692	0.968307	1.00698	1.08761	1.18395	1.40968	1.83656	2.67383	4.27317	1.39486	2.62684	3.7013	1.70791	0.758746	0.839548	0.660634	1.08588	1.0227	0.909535	1.3238	1.50086	1.44271	1.41121	1.71021	0.98991	0.943179	1.02035	0.98506	0.964889	1.02537	1.22584	1.31176	0.965618	1.88615	2.26651	0.932192	3.44079	6.11313	4.52392	1.72534	1.48469	1.17983	1.19061	0.867015	1.06997	1.09403	1.26344	1.68107	3.85174	2.22603	2.04146	2.0798	1.76502	1.16749	1.70292	1.44597	1.7754	3.95123	3.14482	0.92902	0.802824	1.65719	0.791392	1.4637	2.17035	1.66013
1.3368	1.39104	1.25627	1.01839	0.828866	0.833473	3.139	1.62188	2.37694	5.5014	5.50581	2.40675	0.9775	0.875343	1.01824	1.13736	1.30723	1.94216	4.42152	6.16156	3.52032	2.83017	2.62629	3.13381	1.29294	0.961218	0.843304	0.96061	1.18084	2.82745	3.40441	1.83226	1.55704	1.33208	1.3104	1.13292	1.05974	1.04406	1.04336	1.11844	1.53493	1.0791	1.18401	2.35843	2.87215	1.79256	2.11636	1.23079	4.03241	2.47173	2.50304	1.33897	2.03302	1.14126	0.63384	1.4684	1.15021	1.16785	1.30591	1.5004	0.985818	0.957276	1.26259	1.90727	1.76938	2.07069	2.08887	1.57932	1.6289	1.20357	1.49825	1.96993	1.94193	1.75522	1.29772	1.21008	1.3368
1.66936	1.77292	1.84947	1.07682	1.03775	1.10952	2.83927	3.31545	2.22481	4.3341	1.98761	0.773981	0.650554	0.720851	1.02663	1.14436	1.09429	0.988768	3.41613	5.83091	4.11215	1.17268	2.82828	1.60174	1.21618	0.983837	0.927139	1.18354	3.43037	3.55208	4.79405	3.08115	1.64425	1.35485	1.2426	1.15245	1.11436	1.10462	1.07776	1.08716	1.13478	1.32974	2.13368	2.35503	2.38488	2.1877	1.5882	1.13664	1.6517	1.54388	1.73786	1.79593	1.56937	1.54692	1.20453	0.899923	1.11938	1.09662	1.16077	1.19384	0.986233	0.911091	1.23084	1.89971	2.07338	1.6735	1.98465	1.45264	1.21892	1.14248	2.94608	4.74473	1.33774	1.53935	1.20346	1.02173	1.66936
1.47502	3.50082	1.56527	0.934421	1.41139	3.36531	3.40875	4.63483	2.80714	3.07028	2.54513	1.71484	0.560037	0.532258	1.44574	1.33273	1.16389	1.03585	1.19021	3.83137	1.86063	1.3402	1.50216	1.32993	1.1202	0.98937	1.07442	2.64745	4.71334	4.68603	1.95265	1.16895	1.21514	1.30759	1.27303	1.18403	1.17765	1.13309	1.09794	1.01927	0.894687	1.58536	2.15504	2.22146	1.78802	1.89118	1.08789	1.25212	1.21842	1.16742	1.08337	1.241	1.19026	1.1142	1.31789	0.501881	0.907386	1.17563	1.12551	1.16239	1.0671	0.909446	1.16661	1.36213	1.71903	1.12288	1.25586	1.24323	1.38032	3.02461	5.46411	5.37326	2.9606	1.26691	1.05322	0.908295	1.47502
1.86229	1.73863	1.7647	1.26096	1.59235	1.69987	3.91673	1.87922	0.837063	1.18405	2.98626	2.2073	1.17413	2.56905	3.9526	1.80924	1.32987	1.16258	1.17905	1.66732	1.37314	1.26371	1.28536	1.23838	1.18707	1.18962	3.05711	5.48564	5.46416	2.94348	0.925056	0.86769	1.25365	1.52936	1.49156	1.19218	1.40187	1.17442	1.18497	1.24477	2.68899	3.68882	2.06293	1.93956	1.69637	1.19893	1.02181	1.29423	1.2854	1.2478	1.26836	1.24251	1.03849	0.922788	0.915433	0.65181	1.33417	1.873	1.1267	1.297	1.20602	1.07107	1.99778	1.41886	1.44672	1.08323	1.27702	1.25589	1.1231	1.62895	3.83184	3.09937	0.909765	1.20267	1.16859	1.11508	1.86229
1.29125	1.38735	1.53389	1.80875	3.21362	1.27759	1.1747	0.569681	0.753477	1.0117	2.04882	1.67371	3.13608	5.10536	4.98142	3.34884	1.52887	1.1983	1.19151	1.23996	1.22403	1.21724	1.22607	1.28124	1.70946	1.79435	1.87261	4.34048	2.78794	0.769012	0.736127	0.656473	1.45316	2.36306	1.4737	1.15	2.53304	1.33975	1.51422	3.60925	4.48605	4.70624	3.96509	3.08907	1.545	1.12445	2.62208	3.0406	1.67455	1.43423	1.70813	1.82781	1.08778	1.58291	1.71677	1.61756	1.43167	0.757	1.05516	2.28633	2.12169	1.67621	1.73081	1.84725	1.35188	1.99425	1.8754	1.03151	0.779043	1.17884	1.307	0.850571	2.58408	3.22254	1.47373	1.22962	1.29125
1.19098	1.31624	1.64577	3.82965	5.79842	2.67103	0.797219	0.759172	0.867868	1.02456	1.28927	1.38912	1.79647	3.80887	2.7012	1.0468	1.11737	1.15978	1.15917	1.15249	1.17313	1.16395	1.16008	1.21129	1.54549	2.93674	1.92834	1.98404	0.92513	0.812849	0.866877	0.919283	1.36856	1.39429	1.46473	2.25534	3.2376	1.97696	1.22585	1.58246	3.6453	2.49212	1.60779	2.17307	2.90657	3.63952	2.98943	4.15713	3.19956	1.74043	2.77289	2.5285	2.15547	2.01536	1.40423	2.38315	0.934957	3.45641	4.34143	2.32358	2.76476	1.6004	1.67736	1.68553	1.39028	1.46052	2.55916	2.24409	1.55967	1.1553	1.19911	2.37046	4.45412	4.43017	2.56456	1.22255	1.19098
